  0.000000  0.000000
  0.000830  0.003470
  0.001660  0.005630
  0.002770  0.007860
  0.003880  0.009660
  0.004990  0.011340
  0.005850  0.012590
  0.013530  0.021200
  0.017810  0.025210
  0.024750  0.031060
  0.034670  0.038410
  0.050130  0.048610
  0.060900  0.055100
  0.075740  0.063280
  0.101990  0.076080
  0.151060  0.095480
  0.200350  0.110420
  0.253200  0.121650
  0.303110  0.128190
  0.352830  0.130660
  0.401850  0.129020
  0.452440  0.123350
  0.500430  0.115060
  0.551780  0.104270
  0.600950  0.093280
  0.650560  0.081970
  0.701370  0.070280
  0.744420  0.060260
  0.800120  0.047370
  0.849970  0.035850
  0.900090  0.024330
  0.949940  0.012570
  0.976130  0.006290
  0.990330  0.002850
  0.999640  0.000210
