  0.000000  0.000000
  0.000830 -0.005160
  0.001660 -0.006910
  0.002770 -0.008560
  0.003880 -0.009920
  0.005270 -0.011360
  0.006410 -0.012310
  0.013520 -0.016760
  0.035880 -0.025730
  0.051130 -0.030400
  0.076430 -0.036510
  0.101690 -0.041310
  0.150670 -0.048330
  0.200550 -0.053210
  0.250320 -0.056170
  0.301660 -0.057790
  0.350470 -0.057820
  0.400690 -0.055970
  0.450070 -0.052530
  0.499980 -0.047720
  0.550560 -0.041340
  0.599700 -0.033960
  0.649520 -0.026300
  0.700120 -0.018920
  0.749950 -0.012340
  0.798080 -0.007320
  0.848980 -0.003640
  0.899070 -0.001330
  0.947580 -0.000800
  0.970260 -0.000950
  0.978320 -0.001040
  1.000000 -0.000590
